line_number;term;score;text
161;four;0.104;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;that;0.0;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;been;0.0;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;your;0.0;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;with;0.0;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;and;0.0;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;and;0.0;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;we;0.267;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;we;0.267;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;we;0.267;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;we;0.267;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;we;0.267;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;we;0.267;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;of;0.0;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
161;it;0.0;After all we have been through together, we stand on the verge of the four greatest years in American history.  With your help, we will restore America promise and we will rebuild the nation that we love — and we love it so much.
163;fight for;-0.094;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;going to;0.162;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;glorious;0.918;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;applause;0.906;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;family;0.936;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;future;0.776;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;dreams;0.73;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;dreams;0.73;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;parent;0.624;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;people;0.208;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;nation;0.188;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;before;-0.038;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;child;0.824;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;child;0.824;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;their;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;their;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;under;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;never;-0.466;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;like;0.438;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;will;0.396;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;will;0.396;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;with;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;win;0.854;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;win;0.854;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;god;0.516;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;one;0.084;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;one;0.084;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;one;0.084;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;and;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;and;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;and;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;for;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;for;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;for;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;are;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;we;0.267;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;we;0.267;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;am;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
163;to;0.0;We are one people, one family, and one glorious nation under God.  So, to every parent who dreams for their child and every child who dreams for their future, I am with you, I will fight for you, and I will win for you.  We’re going to win like never before.  (Applause.)
165;thank you;0.766;Thank you.  Thank you.  (Applause.)
165;thank you;0.766;Thank you.  Thank you.  (Applause.)
165;applause;0.906;Thank you.  Thank you.  (Applause.)
167;thank you;0.766;Thank you.  Thank you.  (Applause.)
167;thank you;0.766;Thank you.  Thank you.  (Applause.)
167;applause;0.906;Thank you.  Thank you.  (Applause.)
169;greater than;0.366;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;going to;0.162;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;make it;0.466;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;greatly;0.5;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;nation;0.188;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;recent;0.184;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;before;-0.038;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;great;0.916;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;years;0.306;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;bring;0.27;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;again;-0.096;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;back;-0.124;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;but;0.0;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;and;0.0;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;are;0.0;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;our;0.0;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;we;0.267;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
169;it;0.0;In recent years, our nation has suffered greatly. But we are going to bring it back and make it great again, greater than ever before.
171;unpredictable;-0.142;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;compassion;0.47;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;courage;0.66;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;totally;0.64;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;violent;-0.776;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;spirit;0.572;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;nation;0.188;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;unity;0.674;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;power;0.438;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;bring;0.27;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;world;0.244;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;other;-0.056;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;angry;-0.756;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;like;0.438;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;will;0.396;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;will;0.396;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;full;0.204;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;that;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;been;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;stop;-0.44;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;new;0.834;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;and;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;and;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;and;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;our;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;all;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;be;0.34;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;we;0.267;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;of;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;of;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
171;to;0.0;We will be a nation like no other, full of compassion, courage, and exceptionalism.  Our power will stop all wars and bring a new spirit of unity to a world that has been angry, violent, and totally unpredictable.
173;prosperous;0.896;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;respected;0.816;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;including;0.4;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;goodwill;0.876;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;religion;0.292;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;admired;0.834;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;strong;0.824;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;people;0.208;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;before;-0.038;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;proud;0.812;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;faith;0.666;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;again;-0.096;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;again;-0.096;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;never;-0.466;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;like;0.438;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;will;0.396;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;will;0.396;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;will;0.396;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;will;0.396;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;will;0.396;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;win;0.854;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;and;0.0;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;and;0.0;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;and;0.0;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;be;0.34;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;be;0.34;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;be;0.34;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;be;0.34;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;we;0.267;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;we;0.267;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;we;0.267;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;we;0.267;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;of;0.0;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
173;by;0.0;America will be respected again and admired again, including by people of religion, faith, and goodwill.  We will be prosperous, we will be proud, we will be strong, and we will win like never before.
175;will not;-0.646;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;will not;-0.646;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;will not;-0.646;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;will not;-0.646;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;independent;0.774;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;intimidated;-0.646;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;sovereign;0.396;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;united;0.562;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;nation;0.188;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;broken;-0.876;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;free;0.792;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;will;0.396;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;from;0.0;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;this;0.0;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;fail;-0.646;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;day;0.438;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;and;0.0;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;and;0.0;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;be;0.34;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;be;0.34;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;be;0.34;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;be;0.34;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;we;0.267;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;we;0.267;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;we;0.267;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;we;0.267;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;of;0.0;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
175;on;0.0;We will not be conquered, we will not be intimidated, we will not be broken, and we will not fail.  From this day on, the United States of America will be a free, sovereign, and independent nation.
177;golden age;0.534;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;stand in;0.266;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;bravely;1.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;proudly;1.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;because;0.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;nothing;-0.333;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;future;0.776;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;boldly;0.667;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;dream;0.688;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;begun;0.354;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;stand;0.2;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;live;0.76;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;just;0.63;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;will;0.396;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;will;0.396;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;will;0.396;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;will;0.396;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;and;0.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;and;0.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;are;0.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;our;0.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;our;0.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;way;-0.04;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;we;0.267;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;we;0.267;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;we;0.267;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;we;0.267;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
177;is;0.0;We will stand bravely, we will live proudly, we will dream boldly, and nothing will stand in our way because we are Americans.  The future is ours, and our golden age has just begun.
